date,open,close,volume
2000-05-10 00:00:00+00:00,9.40910816192627,9.40910816192627,44552
2000-05-11 00:00:00+00:00,9.173879623413086,9.173879623413086,20159
2000-05-12 00:00:00+00:00,9.056265830993652,9.056265830993652,24227
2000-05-15 00:00:00+00:00,8.821038246154785,8.821038246154785,27102
2000-05-16 00:00:00+00:00,8.703424453735352,8.703424453735352,44044
2000-05-17 00:00:00+00:00,8.585810661315918,8.585810661315918,36718
2000-05-18 00:00:00+00:00,8.585810661315918,8.585810661315918,145935
2000-05-19 00:00:00+00:00,8.585810661315918,8.585810661315918,0
2000-05-22 00:00:00+00:00,8.232969284057617,8.232969284057617,23305
2000-05-23 00:00:00+00:00,8.232969284057617,8.232969284057617,23305
2000-05-24 00:00:00+00:00,8.232969284057617,8.232969284057617,0
2000-05-25 00:00:00+00:00,8.232969284057617,8.232969284057617,0
2000-05-26 00:00:00+00:00,8.35058307647705,8.35058307647705,38269
2000-05-29 00:00:00+00:00,8.35058307647705,8.35058307647705,0
2000-05-30 00:00:00+00:00,8.35058307647705,8.35058307647705,0
2000-05-31 00:00:00+00:00,8.35058307647705,8.35058307647705,0
2000-06-01 00:00:00+00:00,8.35058307647705,8.35058307647705,0
2000-06-02 00:00:00+00:00,0.151650995016098,0.151650995016098,31763525
2000-06-05 00:00:00+00:00,0.151650995016098,0.151650995016098,0
2000-06-06 00:00:00+00:00,0.1535950005054474,0.1535950005054474,7690411
2000-06-07 00:00:00+00:00,0.1535950005054474,0.1535950005054474,0
2000-06-08 00:00:00+00:00,0.1535950005054474,0.1535950005054474,0
2000-06-09 00:00:00+00:00,0.1555400043725967,0.1555400043725967,5016649
2000-06-12 00:00:00+00:00,0.1497070044279098,0.1497070044279098,653465
2000-06-13 00:00:00+00:00,0.1458179950714111,0.1458179950714111,6451810
2000-06-14 00:00:00+00:00,0.1458179950714111,0.1458179950714111,17587174
2000-06-15 00:00:00+00:00,0.138041004538536,0.138041004538536,3449674
2000-06-16 00:00:00+00:00,0.1302639991044998,0.1302639991044998,1751831
2000-06-19 00:00:00+00:00,0.1302639991044998,0.1302639991044998,6749489
2000-06-20 00:00:00+00:00,0.1341529935598373,0.1341529935598373,11364275
2000-06-21 00:00:00+00:00,0.1322090029716491,0.1322090029716491,1769319
2000-06-22 00:00:00+00:00,0.1322090029716491,0.1322090029716491,6510220
2000-06-23 00:00:00+00:00,0.1322090029716491,0.1322090029716491,2541338
2000-06-26 00:00:00+00:00,0.1322090029716491,0.1322090029716491,752479
2000-06-27 00:00:00+00:00,0.1263760030269622,0.1263760030269622,646264
2000-06-28 00:00:00+00:00,0.1283199936151504,0.1283199936151504,2309342
2000-06-29 00:00:00+00:00,0.1283199936151504,0.1283199936151504,644207
2000-06-30 00:00:00+00:00,0.1244319975376129,0.1244319975376129,1388967
2000-07-03 00:00:00+00:00,0.1244319975376129,0.1244319975376129,745274
2000-07-04 00:00:00+00:00,0.1224870011210441,0.1224870011210441,983155
2000-07-05 00:00:00+00:00,0.1224870011210441,0.1224870011210441,2048861
2000-07-06 00:00:00+00:00,0.1283199936151504,0.1283199936151504,4858252
2000-07-07 00:00:00+00:00,0.1263760030269622,0.1263760030269622,552397
2000-07-10 00:00:00+00:00,0.1283199936151504,0.1283199936151504,711070
2000-07-11 00:00:00+00:00,0.1283199936151504,0.1283199936151504,3768289
2000-07-12 00:00:00+00:00,0.1244319975376129,0.1244319975376129,1451716
2000-07-13 00:00:00+00:00,0.1224870011210441,0.1224870011210441,1622244
