date,open,close,volume
2000-05-10 00:00:00+00:00,1.8497270345687864,1.8497270345687864,1435166
2000-05-11 00:00:00+00:00,1.7820539474487305,1.7820539474487305,762792
2000-05-12 00:00:00+00:00,1.8271700143814087,1.8271700143814087,501577
2000-05-15 00:00:00+00:00,1.759497046470642,1.759497046470642,493876
2000-05-16 00:00:00+00:00,1.8046120405197144,1.8046120405197144,1206764
2000-05-17 00:00:00+00:00,1.7369389533996582,1.7369389533996582,776144
2000-05-18 00:00:00+00:00,1.691823959350586,1.691823959350586,866424
2000-05-19 00:00:00+00:00,1.691823959350586,1.691823959350586,0
2000-05-22 00:00:00+00:00,1.6467089653015137,1.6467089653015137,466893
2000-05-23 00:00:00+00:00,1.6467089653015137,1.6467089653015137,466893
2000-05-24 00:00:00+00:00,1.6467089653015137,1.6467089653015137,0
2000-05-25 00:00:00+00:00,1.6467089653015137,1.6467089653015137,0
2000-05-26 00:00:00+00:00,1.6692659854888916,1.6692659854888916,801435
2000-05-29 00:00:00+00:00,1.6692659854888916,1.6692659854888916,0
2000-05-30 00:00:00+00:00,1.6692659854888916,1.6692659854888916,0
2000-05-31 00:00:00+00:00,1.6692659854888916,1.6692659854888916,0
2000-06-01 00:00:00+00:00,1.6692659854888916,1.6692659854888916,0
2000-06-02 00:00:00+00:00,1.6467089653015137,1.6467089653015137,2116775
2000-06-05 00:00:00+00:00,1.6467089653015137,1.6467089653015137,0
2000-06-06 00:00:00+00:00,1.6467089653015137,1.6467089653015137,429654
2000-06-07 00:00:00+00:00,1.6467089653015137,1.6467089653015137,0
2000-06-08 00:00:00+00:00,1.6467089653015137,1.6467089653015137,0
2000-06-09 00:00:00+00:00,1.6467089653015137,1.6467089653015137,1687485
2000-06-12 00:00:00+00:00,1.6467089653015137,1.6467089653015137,33403
2000-06-13 00:00:00+00:00,1.579035997390747,1.579035997390747,241115
2000-06-14 00:00:00+00:00,1.5564780235290527,1.5564780235290527,687704
2000-06-15 00:00:00+00:00,1.4662469625473022,1.4662469625473022,1411959
2000-06-16 00:00:00+00:00,1.3760169744491575,1.3760169744491575,1008238
2000-06-19 00:00:00+00:00,1.3534590005874634,1.3534590005874634,1377115
2000-06-20 00:00:00+00:00,1.3760169744491575,1.3760169744491575,993510
2000-06-21 00:00:00+00:00,1.3760169744491575,1.3760169744491575,1193833
2000-06-22 00:00:00+00:00,1.4436899423599243,1.4436899423599243,1377093
2000-06-23 00:00:00+00:00,1.3985739946365356,1.3985739946365356,674740
2000-06-26 00:00:00+00:00,1.3985739946365356,1.3985739946365356,47589
2000-06-27 00:00:00+00:00,1.330901026725769,1.330901026725769,1448182
2000-06-28 00:00:00+00:00,1.3534590005874634,1.3534590005874634,1198624
2000-06-29 00:00:00+00:00,1.3534590005874634,1.3534590005874634,343697
2000-06-30 00:00:00+00:00,1.3083440065383911,1.3083440065383911,55281
2000-07-03 00:00:00+00:00,1.3083440065383911,1.3083440065383911,84808
2000-07-04 00:00:00+00:00,1.3083440065383911,1.3083440065383911,211059
2000-07-05 00:00:00+00:00,1.330901026725769,1.330901026725769,654921
2000-07-06 00:00:00+00:00,1.3985739946365356,1.3985739946365356,1853297
2000-07-07 00:00:00+00:00,1.330901026725769,1.330901026725769,139553
2000-07-10 00:00:00+00:00,1.330901026725769,1.330901026725769,238943
2000-07-11 00:00:00+00:00,1.330901026725769,1.330901026725769,829984
2000-07-12 00:00:00+00:00,1.2632280588150024,1.2632280588150024,434232
2000-07-13 00:00:00+00:00,1.2632280588150024,1.2632280588150024,549635
2000-07-14 00:00:00+00:00,1.2181129455566406,1.2181129455566406,126210
2000-07-17 00:00:00+00:00,1.1729979515075684,1.1729979515075684,265541
2000-07-18 00:00:00+00:00,1.1278820037841797,1.1278820037841797,453799
2000-07-19 00:00:00+00:00,1.1278820037841797,1.1278820037841797,453799
2000-07-20 00:00:00+00:00,1.2181129455566406,1.2181129455566406,217464
2000-07-21 00:00:00+00:00,1.2406710386276243,1.2406710386276243,647607
2000-07-24 00:00:00+00:00,1.2857860326766968,1.2857860326766968,496418
2000-07-25 00:00:00+00:00,1.3083440065383911,1.3083440065383911,389047
2000-07-26 00:00:00+00:00,1.2857860326766968,1.2857860326766968,300873
2000-07-27 00:00:00+00:00,1.2632280588150024,1.2632280588150024,351831
2000-07-28 00:00:00+00:00,1.2857860326766968,1.2857860326766968,499719
2000-07-31 00:00:00+00:00,1.2632280588150024,1.2632280588150024,221686
2000-08-01 00:00:00+00:00,1.2632280588150024,1.2632280588150024,0
2000-08-02 00:00:00+00:00,1.3083440065383911,1.3083440065383911,793612
2000-08-03 00:00:00+00:00,1.2632280588150024,1.2632280588150024,466117
2000-08-04 00:00:00+00:00,1.2632280588150024,1.2632280588150024,457595
2000-08-07 00:00:00+00:00,1.2181129455566406,1.2181129455566406,91853
2000-08-08 00:00:00+00:00,1.1729979515075684,1.1729979515075684,429166
2000-08-09 00:00:00+00:00,1.1729979515075684,1.1729979515075684,233313
2000-08-10 00:00:00+00:00,1.1278820037841797,1.1278820037841797,326341
2000-08-11 00:00:00+00:00,1.1278820037841797,1.1278820037841797,0
2000-08-14 00:00:00+00:00,1.2181129455566406,1.2181129455566406,1310353
2000-08-15 00:00:00+00:00,1.2406710386276243,1.2406710386276243,563245
2000-08-16 00:00:00+00:00,1.1955549716949463,1.1955549716949463,145072
2000-08-17 00:00:00+00:00,1.1729979515075684,1.1729979515075684,198092
2000-08-18 00:00:00+00:00,1.2181129455566406,1.2181129455566406,2783034
2000-08-21 00:00:00+00:00,1.1955549716949463,1.1955549716949463,140174
2000-08-22 00:00:00+00:00,1.1278820037841797,1.1278820037841797,673917
2000-08-23 00:00:00+00:00,1.1278820037841797,1.1278820037841797,0
2000-08-24 00:00:00+00:00,1.2406710386276243,1.2406710386276243,296462
2000-08-25 00:00:00+00:00,1.2181129455566406,1.2181129455566406,740467
2000-08-28 00:00:00+00:00,1.2181129455566406,1.2181129455566406,328225
2000-08-29 00:00:00+00:00,1.2181129455566406,1.2181129455566406,0
2000-08-30 00:00:00+00:00,1.2181129455566406,1.2181129455566406,0
2000-08-31 00:00:00+00:00,1.2181129455566406,1.2181129455566406,318539
2000-09-01 00:00:00+00:00,1.2406710386276243,1.2406710386276243,2931665
2000-09-04 00:00:00+00:00,1.2406710386276243,1.2406710386276243,564361
