,ALARK,ALARK,ALARK,SAHOL,SAHOL,SAHOL,SASA,SASA,SASA,TOASO,TOASO,TOASO
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2000-06-16 00:00:00+00:00,1.3760169744491575,1.3760169744491575,1008238,2.2820839881896973,2.2820839881896973,1552156,0.007876000367105,0.007876000367105,7316803,1.4315069913864136,1.4315069913864136,4397831311
2000-06-19 00:00:00+00:00,1.3534590005874634,1.3534590005874634,1377115,2.2820839881896973,2.2820839881896973,2388127,0.007668999955058,0.007668999955058,5366899,1.533756971359253,1.533756971359253,3867382472
2000-06-20 00:00:00+00:00,1.3760169744491575,1.3760169744491575,993510,2.343761920928955,2.343761920928955,1745827,0.0077729998156428,0.0077729998156428,5781778,1.4996739625930786,1.4996739625930786,7937449798
2000-06-21 00:00:00+00:00,1.3760169744491575,1.3760169744491575,1193833,2.343761920928955,2.343761920928955,2630462,0.0075659998692572,0.0075659998692572,1903138,1.533756971359253,1.533756971359253,1139656893
2000-06-22 00:00:00+00:00,1.4436899423599243,1.4436899423599243,1377093,2.374600887298584,2.374600887298584,2724692,0.007668999955058,0.007668999955058,9460215,1.5678410530090332,1.5678410530090332,3394714077
2000-06-23 00:00:00+00:00,1.3985739946365356,1.3985739946365356,674740,2.312922954559326,2.312922954559326,998982,0.0077729998156428,0.0077729998156428,18689352,1.5678410530090332,1.5678410530090332,1314954305
2000-06-26 00:00:00+00:00,1.3985739946365356,1.3985739946365356,47589,2.343761920928955,2.343761920928955,967343,0.0077729998156428,0.0077729998156428,4684278,1.4996739625930786,1.4996739625930786,1513171639
2000-06-27 00:00:00+00:00,1.330901026725769,1.330901026725769,1448182,2.2512450218200684,2.2512450218200684,2078790,0.0075659998692572,0.0075659998692572,16952165,1.4996739625930786,1.4996739625930786,1987497544
2000-06-28 00:00:00+00:00,1.3534590005874634,1.3534590005874634,1198624,2.312922954559326,2.312922954559326,5174917,0.007668999955058,0.007668999955058,4496164,1.465590000152588,1.465590000152588,2135542175
2000-06-29 00:00:00+00:00,1.3534590005874634,1.3534590005874634,343697,2.312922954559326,2.312922954559326,820690,0.007876000367105,0.007876000367105,10695205,1.4996739625930786,1.4996739625930786,314616715
2000-06-30 00:00:00+00:00,1.3083440065383911,1.3083440065383911,55281,2.2512450218200684,2.2512450218200684,808603,0.007668999955058,0.007668999955058,2631589,1.465590000152588,1.465590000152588,1105960240
2000-07-03 00:00:00+00:00,1.3083440065383911,1.3083440065383911,84808,2.2512450218200684,2.2512450218200684,952371,0.007668999955058,0.007668999955058,1999622,1.4315069913864136,1.4315069913864136,316333381
2000-07-04 00:00:00+00:00,1.3083440065383911,1.3083440065383911,211059,2.2512450218200684,2.2512450218200684,1029419,0.0075659998692572,0.0075659998692572,2057512,1.3974230289459229,1.3974230289459229,2046146737
2000-07-05 00:00:00+00:00,1.330901026725769,1.330901026725769,654921,2.2512450218200684,2.2512450218200684,2220065,0.007668999955058,0.007668999955058,1982737,1.376973032951355,1.376973032951355,1694133338
2000-07-06 00:00:00+00:00,1.3985739946365356,1.3985739946365356,1853297,2.2512450218200684,2.2512450218200684,1953756,0.0077729998156428,0.0077729998156428,4886893,1.4315069913864136,1.4315069913864136,1113471205
2000-07-07 00:00:00+00:00,1.330901026725769,1.330901026725769,139553,2.2204060554504395,2.2204060554504395,1935712,0.0079800002276897,0.0079800002276897,12439146,1.4315069913864136,1.4315069913864136,469433838
2000-07-10 00:00:00+00:00,1.330901026725769,1.330901026725769,238943,2.2512450218200684,2.2512450218200684,2138435,0.0086019998416304,0.0086019998416304,49539979,1.465590000152588,1.465590000152588,1353874893
2000-07-11 00:00:00+00:00,1.330901026725769,1.330901026725769,829984,2.2512450218200684,2.2512450218200684,3685143,0.0089130001142621,0.0089130001142621,17381517,1.4315069913864136,1.4315069913864136,1417991687
2000-07-12 00:00:00+00:00,1.2632280588150024,1.2632280588150024,434232,2.127890110015869,2.127890110015869,2563481,0.0090169999748468,0.0090169999748468,45393114,1.376973032951355,1.376973032951355,2729891670
2000-07-13 00:00:00+00:00,1.2632280588150024,1.2632280588150024,549635,2.127890110015869,2.127890110015869,1963649,0.0090169999748468,0.0090169999748468,23100582,1.3906060457229614,1.3906060457229614,9613052589
2000-07-14 00:00:00+00:00,1.2181129455566406,1.2181129455566406,126210,2.097050905227661,2.097050905227661,1861227,0.0088090002536773,0.0088090002536773,5916855,1.3633400201797483,1.3633400201797483,1209124890
2000-07-17 00:00:00+00:00,1.1729979515075684,1.1729979515075684,265541,2.0045340061187744,2.0045340061187744,2262343,0.0084979999810457,0.0084979999810457,4469602,1.3088059425354004,1.3088059425354004,1286150048
2000-07-18 00:00:00+00:00,1.1278820037841797,1.1278820037841797,453799,2.0045340061187744,2.0045340061187744,2531065,0.0086019998416304,0.0086019998416304,4074139,1.2542719841003418,1.2542719841003418,948068609
2000-07-19 00:00:00+00:00,1.1278820037841797,1.1278820037841797,453799,2.0045340061187744,2.0045340061187744,2531065,0.0086019998416304,0.0086019998416304,4074139,1.2542719841003418,1.2542719841003418,948068609
2000-07-20 00:00:00+00:00,1.2181129455566406,1.2181129455566406,217464,2.097050905227661,2.097050905227661,2640842,0.0092240003868937,0.0092240003868937,20017931,1.2951730489730835,1.2951730489730835,4095283410
2000-07-21 00:00:00+00:00,1.2406710386276243,1.2406710386276243,647607,2.066211938858032,2.066211938858032,2019630,0.0092240003868937,0.0092240003868937,16054868,1.3088059425354004,1.3088059425354004,1659226422
2000-07-24 00:00:00+00:00,1.2857860326766968,1.2857860326766968,496418,2.127890110015869,2.127890110015869,4416646,0.0097420001402497,0.0097420001402497,70085676,1.3497060537338257,1.3497060537338257,2260251779
2000-07-25 00:00:00+00:00,1.3083440065383911,1.3083440065383911,389047,2.127890110015869,2.127890110015869,1272544,0.0096380002796649,0.0096380002796649,10825458,1.376973032951355,1.376973032951355,871910065
2000-07-26 00:00:00+00:00,1.2857860326766968,1.2857860326766968,300873,2.097050905227661,2.097050905227661,3246367,0.009430999867618,0.009430999867618,8734222,1.3633400201797483,1.3633400201797483,2852623873
2000-07-27 00:00:00+00:00,1.2632280588150024,1.2632280588150024,351831,2.066211938858032,2.066211938858032,4425141,0.0093280002474784,0.0093280002474784,5738361,1.3497060537338257,1.3497060537338257,1662776417
2000-07-28 00:00:00+00:00,1.2857860326766968,1.2857860326766968,499719,2.066211938858032,2.066211938858032,816213,0.0093280002474784,0.0093280002474784,3234612,1.376973032951355,1.376973032951355,5300769737
2000-07-31 00:00:00+00:00,1.2632280588150024,1.2632280588150024,221686,2.066211938858032,2.066211938858032,2414631,0.0091199995949864,0.0091199995949864,15832956,1.3974230289459229,1.3974230289459229,2394288761
2000-08-01 00:00:00+00:00,1.2632280588150024,1.2632280588150024,0,2.066211938858032,2.066211938858032,0,0.0091199995949864,0.0091199995949864,0,1.3974230289459229,1.3974230289459229,0
2000-08-02 00:00:00+00:00,1.3083440065383911,1.3083440065383911,793612,2.097050905227661,2.097050905227661,1052026,0.0093280002474784,0.0093280002474784,38168906,1.3360730409622192,1.3360730409622192,5631323921
2000-08-03 00:00:00+00:00,1.2632280588150024,1.2632280588150024,466117,2.066211938858032,2.066211938858032,1291095,0.0092240003868937,0.0092240003868937,22130922,1.2951730489730835,1.2951730489730835,1958139353
2000-08-04 00:00:00+00:00,1.2632280588150024,1.2632280588150024,457595,2.066211938858032,2.066211938858032,4066835,0.0089130001142621,0.0089130001142621,260006377,1.2951730489730835,1.2951730489730835,928045264
