,ARCLK,ARCLK,ARCLK,KCHOL,KCHOL,KCHOL,OYAKC,OYAKC,OYAKC,PETKM,PETKM,PETKM
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2000-06-15 00:00:00+00:00,4.266665935516357,4.065040111541748,131277,5.653721809387207,5.653721809387207,502046,0.7902050018310547,0.7720400094985962,48789,0.6279460191726685,0.6279460191726685,881347
2000-06-16 00:00:00+00:00,4.0,3.791868925094605,97624,5.407907962799072,5.407907962799072,464472,0.7811220288276672,0.7720400094985962,7021,0.5948960185050964,0.5948960185050964,809829
2000-06-19 00:00:00+00:00,3.928455114364624,3.86341404914856,82347,5.407907962799072,5.407907962799072,438564,0.7720400094985962,0.762956976890564,28144,0.605912983417511,0.605912983417511,1210036
2000-06-20 00:00:00+00:00,4.0,3.928455114364624,104863,5.469361782073975,5.469361782073975,527789,0.7811220288276672,0.762956976890564,37023,0.6169289946556091,0.6169289946556091,575721
2000-06-21 00:00:00+00:00,4.266665935516357,4.201625823974609,86948,5.469361782073975,5.469361782073975,121726,0.7720400094985962,0.7538740038871765,36128,0.6169289946556091,0.6169289946556091,711657
2000-06-22 00:00:00+00:00,4.403252124786377,4.3382110595703125,144878,5.530815124511719,5.530815124511719,1149569,0.7720400094985962,0.7720400094985962,9511,0.6279460191726685,0.6279460191726685,1019392
2000-06-23 00:00:00+00:00,4.474795818328857,4.201625823974609,98786,5.530815124511719,5.530815124511719,935804,0.7811220288276672,0.7720400094985962,29313,0.6169289946556091,0.6169289946556091,721705
2000-06-26 00:00:00+00:00,4.201625823974609,4.1300811767578125,28162,5.530815124511719,5.530815124511719,135437,0.7992879748344421,0.7811220288276672,134231,0.605912983417511,0.605912983417511,124039
2000-06-27 00:00:00+00:00,4.201625823974609,4.1300811767578125,68357,5.407907962799072,5.407907962799072,494430,0.762956976890564,0.7538740038871765,13661,0.5948960185050964,0.5948960185050964,227701
2000-06-28 00:00:00+00:00,4.266665935516357,4.201625823974609,13559,5.469361782073975,5.469361782073975,566692,0.7720400094985962,0.7538740038871765,37232,0.5838800072669983,0.5838800072669983,533069
2000-06-29 00:00:00+00:00,4.3382110595703125,4.3382110595703125,7237,5.530815124511719,5.530815124511719,344335,0.762956976890564,0.7538740038871765,56893,0.5948960185050964,0.5948960185050964,1326599
2000-06-30 00:00:00+00:00,4.201625823974609,4.1300811767578125,18712,5.407907962799072,5.407907962799072,227155,0.762956976890564,0.7447909712791443,9459,0.5838800072669983,0.5838800072669983,887637
2000-07-03 00:00:00+00:00,4.266665935516357,4.1300811767578125,44027,5.407907962799072,5.407907962799072,367432,0.7538740038871765,0.7538740038871765,22878,0.5838800072669983,0.5838800072669983,409336
2000-07-04 00:00:00+00:00,4.1300811767578125,4.065040111541748,61099,5.469361782073975,5.469361782073975,411351,0.7447909712791443,0.7447909712791443,20940,0.572862982749939,0.572862982749939,74682
2000-07-05 00:00:00+00:00,4.201625823974609,4.201625823974609,27076,5.469361782073975,5.469361782073975,678043,0.7266259789466858,0.7266259789466858,25332,0.5508300065994263,0.5508300065994263,675595
2000-07-06 00:00:00+00:00,4.474795818328857,4.266665935516357,166273,5.469361782073975,5.469361782073975,346448,0.7447909712791443,0.7357079982757568,13033,0.572862982749939,0.572862982749939,714194
2000-07-07 00:00:00+00:00,4.1300811767578125,4.1300811767578125,145604,5.346455097198486,5.346455097198486,555623,0.7357079982757568,0.7266259789466858,16189,0.5618460178375244,0.5618460178375244,202081
2000-07-10 00:00:00+00:00,4.266665935516357,4.1300811767578125,99389,5.346455097198486,5.346455097198486,335684,0.762956976890564,0.7357079982757568,7805,0.572862982749939,0.572862982749939,149978
2000-07-11 00:00:00+00:00,4.266665935516357,4.065040111541748,104265,5.22354793548584,5.22354793548584,1378702,0.7538740038871765,0.7357079982757568,32511,0.5618460178375244,0.5618460178375244,667265
2000-07-12 00:00:00+00:00,4.065040111541748,3.928455114364624,58813,5.039186954498291,5.039186954498291,709540,0.7720400094985962,0.7084599733352661,65223,0.5508300065994263,0.5508300065994263,383489
2000-07-13 00:00:00+00:00,4.0,3.86341404914856,35674,5.039186954498291,5.039186954498291,254818,0.7266259789466858,0.7175430059432983,11984,0.5398129820823669,0.5398129820823669,155778
2000-07-14 00:00:00+00:00,3.726829051971436,3.661787986755371,59405,4.9162797927856445,4.9162797927856445,398358,0.7084599733352661,0.6993770003318787,7442,0.5398129820823669,0.5398129820823669,156105
2000-07-17 00:00:00+00:00,3.726829051971436,3.388617038726806,190653,4.547558784484863,4.547558784484863,464323,0.6993770003318787,0.681210994720459,20291,0.5287969708442688,0.5287969708442688,284820
2000-07-18 00:00:00+00:00,3.388617038726806,3.1154470443725586,387382,4.547558784484863,4.547558784484863,354586,0.6993770003318787,0.653963029384613,42971,0.5067629814147949,0.5067629814147949,591908
2000-07-19 00:00:00+00:00,3.388617038726806,3.1154470443725586,387382,4.547558784484863,4.547558784484863,354586,0.6993770003318787,0.653963029384613,42971,0.5067629814147949,0.5067629814147949,591908
2000-07-20 00:00:00+00:00,3.525202989578247,3.486177921295166,442857,4.793373107910156,4.793373107910156,334993,0.7175430059432983,0.7084599733352661,388276,0.5618460178375244,0.5618460178375244,579606
2000-07-21 00:00:00+00:00,3.525202989578247,3.2520320415496826,767844,4.854826927185059,4.854826927185059,424956,0.7447909712791443,0.7357079982757568,372352,0.5618460178375244,0.5618460178375244,231491
2000-07-24 00:00:00+00:00,3.317073106765747,3.2845520973205566,1030532,4.854826927185059,4.854826927185059,203267,0.7538740038871765,0.7357079982757568,107136,0.572862982749939,0.572862982749939,317437
2000-07-25 00:00:00+00:00,3.3560969829559326,3.2845520973205566,440832,4.9162797927856445,4.9162797927856445,488188,0.7720400094985962,0.7720400094985962,433389,0.5838800072669983,0.5838800072669983,234623
2000-07-26 00:00:00+00:00,3.317073106765747,3.2845520973205566,971317,4.9162797927856445,4.9162797927856445,1489608,0.7811220288276672,0.762956976890564,157704,0.5838800072669983,0.5838800072669983,389156
2000-07-27 00:00:00+00:00,3.2845520973205566,3.186990976333618,359923,4.67046594619751,4.67046594619751,805443,0.7811220288276672,0.7720400094985962,337560,0.5838800072669983,0.5838800072669983,499609
2000-07-28 00:00:00+00:00,3.186990976333618,3.1479671001434326,237715,4.609013080596924,4.609013080596924,331868,0.7902050018310547,0.7720400094985962,269563,0.605912983417511,0.605912983417511,818468
2000-07-31 00:00:00+00:00,3.186990976333618,3.1154470443725586,154901,4.609013080596924,4.609013080596924,663290,0.7811220288276672,0.7720400094985962,66867,0.5948960185050964,0.5948960185050964,412649
2000-08-01 00:00:00+00:00,3.186990976333618,3.1154470443725586,0,4.609013080596924,4.609013080596924,0,0.7720400094985962,0.7720400094985962,0,0.5948960185050964,0.5948960185050964,0
2000-08-02 00:00:00+00:00,3.388617038726806,3.317073106765747,434700,4.731919765472412,4.731919765472412,1004460,0.7902050018310547,0.7811220288276672,134264,0.605912983417511,0.605912983417511,180091
2000-08-03 00:00:00+00:00,3.317073106765747,3.2845520973205566,177440,4.67046594619751,4.67046594619751,80483,0.7902050018310547,0.7811220288276672,43568,0.5838800072669983,0.5838800072669983,294453
