,GARAN,GARAN,GARAN,GUBRF,GUBRF,GUBRF,KRDMD,KRDMD,KRDMD,YKBNK,YKBNK,YKBNK
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2004-07-30 00:00:00+00:00,1.043550968170166,1.0366400480270386,15775167,0.1515640020370483,0.1515640020370483,294988,0.2031520009040832,0.2031520009040832,293944439,0.9963589906692504,0.9963589906692504,35768923
2004-08-02 00:00:00+00:00,1.105749011039734,1.1011420488357544,21368763,0.1535840034484863,0.1535840034484863,411583,0.2140350043773651,0.2140350043773651,442512429,1.0040240287780762,1.0040240287780762,30987793
2004-08-03 00:00:00+00:00,1.1172679662704468,1.105749011039734,11234174,0.1535840034484863,0.1535840034484863,785504,0.2212900072336197,0.2212900072336197,178841113,0.9835860133171082,0.9835860133171082,34087851
2004-08-04 00:00:00+00:00,1.1241790056228638,1.0942310094833374,12736521,0.1549320071935653,0.1549320071935653,1542282,0.1958959996700287,0.1958959996700287,269761906,0.9708120226860046,0.9708120226860046,21147474
2004-08-05 00:00:00+00:00,1.1126600503921509,1.105749011039734,9304573,0.1542579978704452,0.1542579978704452,498160,0.2176620066165924,0.2176620066165924,367397276,0.9708120226860046,0.9708120226860046,41752744
2004-08-06 00:00:00+00:00,1.105749011039734,1.0781060457229614,7257747,0.1522369980812072,0.1522369980812072,269306,0.2158489972352981,0.2158489972352981,212653834,0.9580379724502563,0.9580379724502563,31298702
2004-08-09 00:00:00+00:00,1.197895050048828,1.1126600503921509,12721568,0.1556050032377243,0.1556050032377243,1314854,0.2176620066165924,0.2176620066165924,79463547,0.9657019972801208,0.9657019972801208,66068788
2004-08-10 00:00:00+00:00,1.0942310094833374,1.082713007926941,16329182,0.1549320071935653,0.1549320071935653,547312,0.2140350043773651,0.2140350043773651,128813339,0.9657019972801208,0.9657019972801208,46904169
2004-08-11 00:00:00+00:00,1.0942310094833374,1.0366400480270386,28865189,0.1596470028162002,0.1596470028162002,5358493,0.2158489972352981,0.2158489972352981,47522515,0.9452639818191528,0.9452639818191528,25345523
2004-08-12 00:00:00+00:00,1.0320329666137695,1.0136040449142456,13550774,0.1562789976596832,0.1562789976596832,660195,0.2176620066165924,0.2176620066165924,99314602,0.9146069884300232,0.9146069884300232,59090521
2004-08-13 00:00:00+00:00,1.025122046470642,1.0136040449142456,6738611,0.1542579978704452,0.1542579978704452,510882,0.2176620066165924,0.2176620066165924,118550852,0.9146069884300232,0.9146069884300232,14012228
2004-08-16 00:00:00+00:00,1.025122046470642,1.020514965057373,7171973,0.1529110074043274,0.1529110074043274,628635,0.2194759994745254,0.2194759994745254,89551831,0.9146069884300232,0.9146069884300232,15095207
2004-08-17 00:00:00+00:00,1.043550968170166,1.0320329666137695,8932274,0.1522369980812072,0.1522369980812072,565423,0.2194759994745254,0.2194759994745254,54225379,0.9069420099258424,0.9069420099258424,20822884
2004-08-18 00:00:00+00:00,1.082713007926941,1.066586971282959,17461183,0.1549320071935653,0.1549320071935653,1885206,0.2249179929494857,0.2249179929494857,86956544,0.9273809790611268,0.9273809790611268,57440681
2004-08-19 00:00:00+00:00,1.066586971282959,1.0550689697265625,17086143,0.1549320071935653,0.1549320071935653,1180148,0.2212900072336197,0.2212900072336197,41392138,0.9018329977989196,0.9018329977989196,50198567
2004-08-20 00:00:00+00:00,1.0550689697265625,1.048158049583435,1939528,0.1542579978704452,0.1542579978704452,849858,0.2194759994745254,0.2194759994745254,23259105,0.8890590071678162,0.8890590071678162,8975508
2004-08-23 00:00:00+00:00,1.066586971282959,1.059677004814148,6152100,0.1562789976596832,0.1562789976596832,1796566,0.2194759994745254,0.2194759994745254,36267429,0.8890590071678162,0.8890590071678162,18936518
2004-08-24 00:00:00+00:00,1.089624047279358,1.082713007926941,10510973,0.1556050032377243,0.1556050032377243,613834,0.2176620066165924,0.2176620066165924,34349214,0.9069420099258424,0.9069420099258424,57591800
2004-08-25 00:00:00+00:00,1.1011420488357544,1.082713007926941,7728053,0.1576260030269622,0.1576260030269622,755820,0.2194759994745254,0.2194759994745254,60602523,0.9069420099258424,0.9069420099258424,36416137
2004-08-26 00:00:00+00:00,1.089624047279358,1.0711950063705444,4510028,0.1623419970273971,0.1623419970273971,2414562,0.2194759994745254,0.2194759994745254,56200965,0.9018329977989196,0.9018329977989196,14206605
2004-08-27 00:00:00+00:00,1.105749011039734,1.105749011039734,18303090,0.1616680026054382,0.1616680026054382,2457199,0.2194759994745254,0.2194759994745254,23693056,0.9197160005569458,0.9197160005569458,46411782
2004-08-30 00:00:00+00:00,1.105749011039734,1.105749011039734,0,0.1630149930715561,0.1630149930715561,0,0.2194759994745254,0.2194759994745254,0,0.9146069884300232,0.9146069884300232,0
2004-08-31 00:00:00+00:00,1.1403039693832395,1.1287859678268433,14411491,0.1684039980173111,0.1684039980173111,3253684,0.2212900072336197,0.2212900072336197,19367032,0.9273809790611268,0.9273809790611268,61223539
2004-09-01 00:00:00+00:00,1.1472150087356567,1.1356970071792605,8058819,0.167056992650032,0.167056992650032,1749922,0.228545993566513,0.228545993566513,88106472,0.9401540160179138,0.9401540160179138,40007390
2004-09-02 00:00:00+00:00,1.1748590469360352,1.1518219709396362,12645184,0.1636890023946762,0.1636890023946762,4775778,0.2303590029478073,0.2303590029478073,54999209,0.9401540160179138,0.9401540160179138,36816430
2004-09-03 00:00:00+00:00,1.1863770484924316,1.1748590469360352,5908858,0.165035992860794,0.165035992860794,566032,0.2503120005130768,0.2503120005130768,405175977,0.9452639818191528,0.9452639818191528,13975832
2004-09-06 00:00:00+00:00,1.1863770484924316,1.163341045379639,5473393,0.1663829982280731,0.1663829982280731,1199566,0.2738919854164123,0.2738919854164123,215276632,0.9529280066490172,0.9529280066490172,18059131
2004-09-07 00:00:00+00:00,1.197895050048828,1.1748590469360352,9632042,0.1677300035953521,0.1677300035953521,763280,0.3137969970703125,0.3137969970703125,321580700,0.9657019972801208,0.9657019972801208,34246973
2004-09-08 00:00:00+00:00,1.209414005279541,1.197895050048828,19091486,0.1717720031738281,0.1717720031738281,955780,0.2884030044078827,0.2884030044078827,271990923,0.9784759879112244,0.9784759879112244,102039310
2004-09-09 00:00:00+00:00,1.1863770484924316,1.1472150087356567,38400749,0.1737930029630661,0.1737930029630661,892404,0.2865889966487884,0.2865889966487884,116421800,0.9835860133171082,0.9835860133171082,80558923
2004-09-10 00:00:00+00:00,1.1472150087356567,1.1403039693832395,10050503,0.1717720031738281,0.1717720031738281,343191,0.2829610109329223,0.2829610109329223,50961130,0.9963589906692504,0.9963589906692504,65531316
2004-09-13 00:00:00+00:00,1.1356970071792605,1.1287859678268433,4188930,0.1737930029630661,0.1737930029630661,393843,0.2920309901237488,0.2920309901237488,170050277,0.9835860133171082,0.9835860133171082,24331447
2004-09-14 00:00:00+00:00,1.1472150087356567,1.1403039693832395,11439290,0.1751399934291839,0.1751399934291839,1005480,0.2938440144062042,0.2938440144062042,110013661,0.9835860133171082,0.9835860133171082,51953885
2004-09-15 00:00:00+00:00,1.1863770484924316,1.163341045379639,18594241,0.1751399934291839,0.1751399934291839,1346759,0.3083550035953522,0.3083550035953522,315602903,1.0167980194091797,1.0167980194091797,98365634
2004-09-16 00:00:00+00:00,1.1748590469360352,1.1518219709396362,8017525,0.1717720031738281,0.1717720031738281,1188408,0.3101690113544464,0.3101690113544464,159270551,1.0167980194091797,1.0167980194091797,98499132
2004-09-17 00:00:00+00:00,1.1518219709396362,1.1403039693832395,13974729,0.170424997806549,0.170424997806549,466495,0.319238007068634,0.319238007068634,312786950,1.0040240287780762,1.0040240287780762,65519648
2004-09-20 00:00:00+00:00,1.1172679662704468,1.082713007926941,23924147,0.1589729934930801,0.1589729934930801,1010379,0.3010999858379364,0.3010999858379364,134155518,0.9529280066490172,0.9529280066490172,105741679
2004-09-21 00:00:00+00:00,1.1356970071792605,1.1241790056228638,30132556,0.1623419970273971,0.1623419970273971,752161,0.3010999858379364,0.3010999858379364,127803417,0.9784759879112244,0.9784759879112244,104104633
2004-09-22 00:00:00+00:00,1.1472150087356567,1.1403039693832395,12079702,0.1677300035953521,0.1677300035953521,716399,0.3156110048294067,0.3156110048294067,155016366,0.991249978542328,0.991249978542328,64886942
2004-09-23 00:00:00+00:00,1.197895050048828,1.1863770484924316,25225892,0.1684039980173111,0.1684039980173111,847156,0.3264940083026886,0.3264940083026886,236077499,1.0295710563659668,1.0295710563659668,98631962
2004-09-24 00:00:00+00:00,1.209414005279541,1.1863770484924316,12620689,0.1737930029630661,0.1737930029630661,1532662,0.3319349884986877,0.3319349884986877,196699775,1.060228943824768,1.060228943824768,58141055
2004-09-27 00:00:00+00:00,1.197895050048828,1.163341045379639,6005387,0.170424997806549,0.170424997806549,598084,0.317425012588501,0.317425012588501,93205069,1.034680962562561,1.034680962562561,39552329
2004-09-28 00:00:00+00:00,1.1863770484924316,1.163341045379639,7025876,0.1717720031738281,0.1717720031738281,536730,0.319238007068634,0.319238007068634,125501729,1.0423450469970703,1.0423450469970703,61736117
2004-09-29 00:00:00+00:00,1.1863770484924316,1.1748590469360352,4225185,0.1737930029630661,0.1737930029630661,1048219,0.317425012588501,0.317425012588501,70865439,1.0474549531936646,1.0474549531936646,36589191
2004-09-30 00:00:00+00:00,1.1863770484924316,1.163341045379639,16976457,0.1737930029630661,0.1737930029630661,833777,0.3137969970703125,0.3137969970703125,82870930,1.0167980194091797,1.0167980194091797,98001439
2004-10-01 00:00:00+00:00,1.197895050048828,1.1748590469360352,12632306,0.1684039980173111,0.1684039980173111,424556,0.3083550035953522,0.3083550035953522,43364583,0.991249978542328,0.991249978542328,45366607
2004-10-04 00:00:00+00:00,1.203892946243286,1.197167992591858,11910338,0.1710990071296692,0.1710990071296692,1104169,0.3156110048294067,0.3156110048294067,113842968,0.9861400127410888,0.9861400127410888,61407794
2004-10-05 00:00:00+00:00,1.2240699529647827,1.1904419660568235,13683633,0.167056992650032,0.167056992650032,758633,0.3101690113544464,0.3101690113544464,69488375,0.9708120226860046,0.9708120226860046,42267927
2004-10-06 00:00:00+00:00,1.2240699529647827,1.203892946243286,21287622,0.1663829982280731,0.1663829982280731,973132,0.3119829893112182,0.3119829893112182,88314544,0.9963589906692504,0.9963589906692504,94705596
2004-10-07 00:00:00+00:00,1.2913269996643066,1.2778760194778442,20734365,0.1684039980173111,0.1684039980173111,1326271,0.3156110048294067,0.3156110048294067,110397117,1.0014690160751345,1.0014690160751345,65951035
2004-10-08 00:00:00+00:00,1.3182300329208374,1.3115040063858032,11905640,0.1710990071296692,0.1710990071296692,2673272,0.3119829893112182,0.3119829893112182,49966107,1.0219069719314575,1.0219069719314575,97721757
2004-10-11 00:00:00+00:00,1.3451319932937622,1.3249549865722656,11052337,0.1751399934291839,0.1751399934291839,2872056,0.3119829893112182,0.3119829893112182,73962689,1.0270169973373413,1.0270169973373413,96504805
2004-10-12 00:00:00+00:00,1.338407039642334,1.3249549865722656,9710686,0.172445997595787,0.172445997595787,2099911,0.3083550035953522,0.3083550035953522,19231073,0.9248260259628296,0.9248260259628296,303674294
2004-10-13 00:00:00+00:00,1.3854860067367554,1.372035026550293,12852192,0.1845709979534149,0.1845709979534149,8978382,0.3119829893112182,0.3119829893112182,117578883,0.9963589906692504,0.9963589906692504,0
2004-10-14 00:00:00+00:00,1.3653090000152588,1.3249549865722656,9167549,0.1805289983749389,0.1805289983749389,1782120,0.3047280013561249,0.3047280013561249,45311466,0.9963589906692504,0.9963589906692504,0
2004-10-15 00:00:00+00:00,1.3518580198287964,1.3249549865722656,12382047,0.1832239925861358,0.1832239925861358,1306580,0.2974720001220703,0.2974720001220703,43288198,0.8532919883728027,0.8532919883728027,116210944
2004-10-18 00:00:00+00:00,1.3518580198287964,1.338407039642334,6115940,0.177835002541542,0.177835002541542,982631,0.2938440144062042,0.2938440144062042,43958388,0.8635110259056091,0.8635110259056091,53696317
2004-10-19 00:00:00+00:00,1.372035026550293,1.3518580198287964,10895075,0.177835002541542,0.177835002541542,738395,0.2902170121669769,0.2902170121669769,38943616,0.8481829762458801,0.8481829762458801,48446588
2004-10-20 00:00:00+00:00,1.372035026550293,1.3316810131072998,3922432,0.177835002541542,0.177835002541542,517331,0.2829610109329223,0.2829610109329223,35497869,0.8481829762458801,0.8481829762458801,30410708
2004-10-21 00:00:00+00:00,1.3451319932937622,1.338407039642334,1529092,0.177835002541542,0.177835002541542,258234,0.2811470031738281,0.2811470031738281,38761223,0.8277450203895569,0.8277450203895569,44216419
2004-10-22 00:00:00+00:00,1.338407039642334,1.2913269996643066,8949334,0.1751399934291839,0.1751399934291839,491605,0.279334008693695,0.279334008693695,30286076,0.8328539729118347,0.8328539729118347,33175200
2004-10-25 00:00:00+00:00,1.2913269996643066,1.2778760194778442,7050937,0.1751399934291839,0.1751399934291839,207207,0.2738919854164123,0.2738919854164123,36202803,0.8073059916496277,0.8073059916496277,37004949
2004-10-26 00:00:00+00:00,1.2913269996643066,1.2913269996643066,4291990,0.1751399934291839,0.1751399934291839,240228,0.2702639997005462,0.2702639997005462,39282188,0.8073059916496277,0.8073059916496277,33315588
2004-10-27 00:00:00+00:00,1.3249549865722656,1.304777979850769,8626113,0.176487997174263,0.176487997174263,667188,0.3101690113544464,0.3101690113544464,331450687,0.8379639983177185,0.8379639983177185,68937991
2004-10-28 00:00:00+00:00,1.3249549865722656,1.3249549865722656,6081608,0.177835002541542,0.177835002541542,1304320,0.3101690113544464,0.3101690113544464,146124266,0.8532919883728027,0.8532919883728027,34656195
2004-10-29 00:00:00+00:00,1.3249549865722656,1.3249549865722656,0,0.177835002541542,0.177835002541542,0,0.3101690113544464,0.3101690113544464,0,0.8532919883728027,0.8532919883728027,0
2004-11-01 00:00:00+00:00,1.3585840463638306,1.338407039642334,13279183,0.1845709979534149,0.1845709979534149,4444484,0.3047280013561249,0.3047280013561249,103419840,0.8635110259056091,0.8635110259056091,51935689
2004-11-02 00:00:00+00:00,1.3518580198287964,1.3316810131072998,11504046,0.1899600028991699,0.1899600028991699,6108788,0.3029139935970306,0.3029139935970306,128052901,0.8941689729690552,0.8941689729690552,72135765
2004-11-03 00:00:00+00:00,1.3518580198287964,1.3451319932937622,16073688,0.1872649937868118,0.1872649937868118,1023992,0.3101690113544464,0.3101690113544464,91146825,0.8941689729690552,0.8941689729690552,58237963
2004-11-04 00:00:00+00:00,1.3316810131072998,1.2846009731292725,16588131,0.1845709979534149,0.1845709979534149,443579,0.3010999858379364,0.3010999858379364,34886929,0.9197160005569458,0.9197160005569458,92057079
2004-11-05 00:00:00+00:00,1.2913269996643066,1.264423966407776,9051495,0.1832239925861358,0.1832239925861358,507717,0.2992860078811645,0.2992860078811645,54168044,0.9146069884300232,0.9146069884300232,27449840
2004-11-08 00:00:00+00:00,1.2778760194778442,1.237522006034851,15941970,0.1791819930076599,0.1791819930076599,321929,0.2974720001220703,0.2974720001220703,66753823,0.8788400292396545,0.8788400292396545,61384428
2004-11-09 00:00:00+00:00,1.2442469596862793,1.230795979499817,28694525,0.177835002541542,0.177835002541542,252713,0.3047280013561249,0.3047280013561249,91904280,0.8941689729690552,0.8941689729690552,34238097
2004-11-10 00:00:00+00:00,1.2846009731292725,1.264423966407776,21055154,0.1791819930076599,0.1791819930076599,145876,0.3137969970703125,0.3137969970703125,103083154,0.9043880105018616,0.9043880105018616,27383225
2004-11-11 00:00:00+00:00,1.27114999294281,1.2240699529647827,14938902,0.1805289983749389,0.1805289983749389,3159140,0.3156110048294067,0.3156110048294067,191762601,0.8941689729690552,0.8941689729690552,31739818
2004-11-12 00:00:00+00:00,1.2509729862213137,1.2106189727783203,27277318,0.1832239925861358,0.1832239925861358,543006,0.3065409958362579,0.3065409958362579,84986549,0.9248260259628296,0.9248260259628296,51616691
2004-11-15 00:00:00+00:00,1.2106189727783203,1.2106189727783203,0,0.1832239925861358,0.1832239925861358,0,0.3065409958362579,0.3065409958362579,0,0.9094970226287842,0.9094970226287842,0
2004-11-16 00:00:00+00:00,1.2106189727783203,1.2106189727783203,0,0.1832239925861358,0.1832239925861358,0,0.3065409958362579,0.3065409958362579,0,0.9094970226287842,0.9094970226287842,0
2004-11-17 00:00:00+00:00,1.237522006034851,1.2106189727783203,22328870,0.181876003742218,0.181876003742218,388660,0.3047280013561249,0.3047280013561249,31672656,0.9605929851531982,0.9605929851531982,47423292
2004-11-18 00:00:00+00:00,1.2576990127563477,1.2442469596862793,34776729,0.181876003742218,0.181876003742218,513163,0.3047280013561249,0.3047280013561249,32204123,0.9503740072250366,0.9503740072250366,48128531
2004-11-19 00:00:00+00:00,1.264423966407776,1.2442469596862793,17719055,0.1872649937868118,0.1872649937868118,1149921,0.3065409958362579,0.3065409958362579,77900476,0.9605929851531982,0.9605929851531982,52170084
2004-11-22 00:00:00+00:00,1.2576990127563477,1.2509729862213137,9890811,0.1886129975318908,0.1886129975318908,6169729,0.3010999858379364,0.3010999858379364,11693365,0.9810310006141664,0.9810310006141664,15746687
2004-11-23 00:00:00+00:00,1.2846009731292725,1.2778760194778442,29294226,0.1913069933652877,0.1913069933652877,1147593,0.3065409958362579,0.3065409958362579,54073278,0.9810310006141664,0.9810310006141664,45662075
2004-11-24 00:00:00+00:00,1.2913269996643066,1.2846009731292725,27923494,0.1899600028991699,0.1899600028991699,608436,0.3101690113544464,0.3101690113544464,70034603,0.9963589906692504,0.9963589906692504,36839445
2004-11-25 00:00:00+00:00,1.2913269996643066,1.264423966407776,10995116,0.1899600028991699,0.1899600028991699,3889034,0.3047280013561249,0.3047280013561249,24588438,0.9963589906692504,0.9963589906692504,35210281
2004-11-26 00:00:00+00:00,1.2846009731292725,1.237522006034851,13871493,0.1913069933652877,0.1913069933652877,400669,0.3029139935970306,0.3029139935970306,24192625,0.991249978542328,0.991249978542328,14498592
2004-11-29 00:00:00+00:00,1.2240699529647827,1.2173449993133545,15812945,0.1859180033206939,0.1859180033206939,585518,0.3047280013561249,0.3047280013561249,191237061,0.9759209752082824,0.9759209752082824,28232273
2004-11-30 00:00:00+00:00,1.203892946243286,1.176990985870361,12853608,0.1805289983749389,0.1805289983749389,271635,0.2974720001220703,0.2974720001220703,31866716,0.9708120226860046,0.9708120226860046,27275758
2004-12-01 00:00:00+00:00,1.2106189727783203,1.197167992591858,13590186,0.1805289983749389,0.1805289983749389,1362668,0.2974720001220703,0.2974720001220703,18396160,0.9861400127410888,0.9861400127410888,20032218
2004-12-02 00:00:00+00:00,1.230795979499817,1.2240699529647827,23690773,0.1805289983749389,0.1805289983749389,385696,0.2938440144062042,0.2938440144062042,29520416,0.991249978542328,0.991249978542328,18004491
2004-12-03 00:00:00+00:00,1.2442469596862793,1.230795979499817,10852542,0.1805289983749389,0.1805289983749389,457690,0.2938440144062042,0.2938440144062042,42824075,1.0014690160751345,1.0014690160751345,21578743
2004-12-06 00:00:00+00:00,1.264423966407776,1.2576990127563477,13562544,0.1791819930076599,0.1791819930076599,346984,0.2829610109329223,0.2829610109329223,24468669,1.006577968597412,1.006577968597412,41947743
2004-12-07 00:00:00+00:00,1.2442469596862793,1.237522006034851,10017699,0.1710990071296692,0.1710990071296692,488110,0.2847749888896942,0.2847749888896942,37457310,0.991249978542328,0.991249978542328,22300209
2004-12-08 00:00:00+00:00,1.2442469596862793,1.2106189727783203,24496285,0.1710990071296692,0.1710990071296692,531023,0.2757059931755066,0.2757059931755066,37045771,0.9708120226860046,0.9708120226860046,62523718
2004-12-09 00:00:00+00:00,1.237522006034851,1.2240699529647827,24012404,0.1630149930715561,0.1630149930715561,677634,0.268449991941452,0.268449991941452,39306011,0.9657019972801208,0.9657019972801208,31855461
2004-12-10 00:00:00+00:00,1.27114999294281,1.264423966407776,12560098,0.1643619984388351,0.1643619984388351,1207491,0.2775200009346008,0.2775200009346008,53789449,1.006577968597412,1.006577968597412,54104311
2004-12-13 00:00:00+00:00,1.3115040063858032,1.304777979850769,18873753,0.1737930029630661,0.1737930029630661,1236070,0.2811470031738281,0.2811470031738281,57305641,1.0014690160751345,1.0014690160751345,19075916
2004-12-14 00:00:00+00:00,1.3451319932937622,1.338407039642334,23057119,0.172445997595787,0.172445997595787,617100,0.2847749888896942,0.2847749888896942,40640121,1.011687994003296,1.011687994003296,34218251
2004-12-15 00:00:00+00:00,1.338407039642334,1.3249549865722656,23498265,0.1684039980173111,0.1684039980173111,263302,0.2757059931755066,0.2757059931755066,26457262,0.9759209752082824,0.9759209752082824,43806419
2004-12-16 00:00:00+00:00,1.3854860067367554,1.3653090000152588,30981713,0.1697510033845901,0.1697510033845901,571168,0.279334008693695,0.279334008693695,61494438,0.991249978542328,0.991249978542328,43426686
2004-12-17 00:00:00+00:00,1.459468960762024,1.4258400201797483,72452156,0.172445997595787,0.172445997595787,2062262,0.2757059931755066,0.2757059931755066,64944425,1.011687994003296,1.011687994003296,99328032
2004-12-20 00:00:00+00:00,1.4796459674835205,1.459468960762024,17582610,0.1805289983749389,0.1805289983749389,1042885,0.2920309901237488,0.2920309901237488,117140706,1.0627830028533936,1.0627830028533936,77546081
2004-12-21 00:00:00+00:00,1.4325660467147827,1.405663013458252,4911769,0.176487997174263,0.176487997174263,517685,0.2902170121669769,0.2902170121669769,58539056,1.052564024925232,1.052564024925232,23019123
2004-12-22 00:00:00+00:00,1.405663013458252,1.3922120332717896,7353823,0.177835002541542,0.177835002541542,846684,0.2811470031738281,0.2811470031738281,46636943,1.0883309841156006,1.0883309841156006,74944183
2004-12-23 00:00:00+00:00,1.4796459674835205,1.4392919540405271,14168662,0.1737930029630661,0.1737930029630661,672996,0.2811470031738281,0.2811470031738281,40374831,1.0832220315933228,1.0832220315933228,35529408
2004-12-24 00:00:00+00:00,1.459468960762024,1.4460170269012451,3661204,0.1737930029630661,0.1737930029630661,194116,0.2775200009346008,0.2775200009346008,7354916,1.0832220315933228,1.0832220315933228,7672550
2004-12-27 00:00:00+00:00,1.4392919540405271,1.4191149473190308,3257734,0.1751399934291839,0.1751399934291839,1170183,0.279334008693695,0.279334008693695,18809914,1.103659987449646,1.103659987449646,16058406
2004-12-28 00:00:00+00:00,1.4527430534362793,1.4392919540405271,6119298,0.1737930029630661,0.1737930029630661,623862,0.2829610109329223,0.2829610109329223,32434943,1.0934410095214844,1.0934410095214844,16978913
2004-12-29 00:00:00+00:00,1.4527430534362793,1.4325660467147827,11410823,0.176487997174263,0.176487997174263,1558581,0.2884030044078827,0.2884030044078827,75454276,1.0832220315933228,1.0832220315933228,37923401
2004-12-30 00:00:00+00:00,1.4325660467147827,1.4325660467147827,0,0.177835002541542,0.177835002541542,0,0.2884030044078827,0.2884030044078827,0,1.0883309841156006,1.0883309841156006,0
2004-12-31 00:00:00+00:00,1.4325660467147827,1.4325660467147827,0,0.177835002541542,0.177835002541542,0,0.2884030044078827,0.2884030044078827,0,1.0883309841156006,1.0883309841156006,0
2005-01-03 00:00:00+00:00,1.4661940336227417,1.4661940336227417,10466112,0.177835002541542,0.177835002541542,942610,0.2865889966487884,0.2865889966487884,22481373,1.103659987449646,1.103659987449646,26091979
2005-01-04 00:00:00+00:00,1.499822974205017,1.499822974205017,20996962,0.181876003742218,0.181876003742218,1194103,0.2847749888896942,0.2847749888896942,18364434,1.1087690591812134,1.1087690591812134,49533426
2005-01-05 00:00:00+00:00,1.4863710403442385,1.4863710403442385,20256592,0.181876003742218,0.181876003742218,2516855,0.2811470031738281,0.2811470031738281,44789850,1.0627830028533936,1.0627830028533936,32587185
2005-01-06 00:00:00+00:00,1.499822974205017,1.499822974205017,13935899,0.1845709979534149,0.1845709979534149,1365773,0.2811470031738281,0.2811470031738281,26775460,1.0730019807815552,1.0730019807815552,27472319
2005-01-07 00:00:00+00:00,1.5267250537872314,1.5267250537872314,27896584,0.1845709979534149,0.1845709979534149,1127730,0.279334008693695,0.279334008693695,24453369,1.103659987449646,1.103659987449646,122569095
2005-01-10 00:00:00+00:00,1.6276099681854248,1.6276099681854248,27012749,0.1859180033206939,0.1859180033206939,899366,0.2829610109329223,0.2829610109329223,24581902,1.1240979433059692,1.1240979433059692,75216790
2005-01-11 00:00:00+00:00,1.6477869749069214,1.6477869749069214,24602890,0.181876003742218,0.181876003742218,724460,0.2829610109329223,0.2829610109329223,40571706,1.1547549962997437,1.1547549962997437,72084941
2005-01-12 00:00:00+00:00,1.667963981628418,1.667963981628418,28776574,0.181876003742218,0.181876003742218,412874,0.2847749888896942,0.2847749888896942,86414583,1.144536018371582,1.144536018371582,48611354
2005-01-13 00:00:00+00:00,1.667963981628418,1.667963981628418,23296322,0.1859180033206939,0.1859180033206939,4103732,0.2847749888896942,0.2847749888896942,30439155,1.144536018371582,1.144536018371582,33702171
2005-01-14 00:00:00+00:00,1.6612390279769895,1.6612390279769895,19670961,0.1845709979534149,0.1845709979534149,711842,0.2884030044078827,0.2884030044078827,145004831,1.1240979433059692,1.1240979433059692,29213459
2005-01-17 00:00:00+00:00,1.6881409883499146,1.6881409883499146,17762849,0.1859180033206939,0.1859180033206939,525297,0.2847749888896942,0.2847749888896942,36236072,1.1547549962997437,1.1547549962997437,63378608
2005-01-18 00:00:00+00:00,1.6982300281524658,1.6982300281524658,11787460,0.1886129975318908,0.1886129975318908,4839832,0.2829610109329223,0.2829610109329223,9055889,1.1649739742279053,1.1649739742279053,31146969
2005-01-19 00:00:00+00:00,1.715044021606445,1.715044021606445,6533341,0.1913069933652877,0.1913069933652877,4806341,0.2829610109329223,0.2829610109329223,13793418,1.24161696434021,1.24161696434021,94594683
2005-01-20 00:00:00+00:00,1.715044021606445,1.715044021606445,0,0.1913069933652877,0.1913069933652877,0,0.2829610109329223,0.2829610109329223,0,1.24161696434021,1.24161696434021,0
2005-01-21 00:00:00+00:00,1.715044021606445,1.715044021606445,0,0.1913069933652877,0.1913069933652877,0,0.2829610109329223,0.2829610109329223,0,1.24161696434021,1.24161696434021,0
2005-01-24 00:00:00+00:00,1.715044021606445,1.715044021606445,0,0.1913069933652877,0.1913069933652877,0,0.2829610109329223,0.2829610109329223,0,1.24161696434021,1.24161696434021,0
2005-01-25 00:00:00+00:00,1.6982300281524658,1.6982300281524658,7263898,0.2020850032567978,0.2020850032567978,6686842,0.2811470031738281,0.2811470031738281,48196242,1.3668010234832764,1.3668010234832764,79504551
2005-01-26 00:00:00+00:00,1.7991149425506592,1.7991149425506592,15269308,0.2169049978256225,0.2169049978256225,11122498,0.2811470031738281,0.2811470031738281,31397009,1.4051220417022705,1.4051220417022705,68522059
2005-01-27 00:00:00+00:00,1.832743048667908,1.832743048667908,14082332,0.2182520031929016,0.2182520031929016,9017449,0.2865889966487884,0.2865889966487884,217613487,1.5073130130767822,1.5073130130767822,89069303
2005-01-28 00:00:00+00:00,1.7823009490966797,1.7823009490966797,10319162,0.2142100036144256,0.2142100036144256,5071372,0.2865889966487884,0.2865889966487884,79339445,1.443444013595581,1.443444013595581,52902666
2005-01-31 00:00:00+00:00,1.7654860019683838,1.7654860019683838,8599073,0.2169049978256225,0.2169049978256225,2425186,0.2865889966487884,0.2865889966487884,104867943,1.37957501411438,1.37957501411438,46153406
2005-02-01 00:00:00+00:00,1.8495570421218872,1.8495570421218872,21243130,0.2128629982471466,0.2128629982471466,1149330,0.2920309901237488,0.2920309901237488,134512880,1.4306700229644775,1.4306700229644775,0
2005-02-02 00:00:00+00:00,1.815929055213928,1.815929055213928,19093073,0.2061270028352737,0.2061270028352737,2271107,0.2902170121669769,0.2902170121669769,56576709,1.4817650318145752,1.4817650318145752,64584270
2005-02-03 00:00:00+00:00,1.7486720085144043,1.7486720085144043,28585224,0.2115159928798675,0.2115159928798675,3254691,0.2884030044078827,0.2884030044078827,30797993,1.583956003189087,1.583956003189087,106881297
