,GARAN,GARAN,GARAN,GUBRF,GUBRF,GUBRF,KRDMD,KRDMD,KRDMD,YKBNK,YKBNK,YKBNK
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2000-06-15 00:00:00+00:00,0.6229050159454346,0.6069329977035522,13880625,0.1066560000181198,0.1066560000181198,160996,0.089258998632431,0.089258998632431,5137983,1.2092570066452026,1.2092570066452026,11646163
2000-06-16 00:00:00+00:00,0.6069329977035522,0.5989469885826111,11900670,0.1047850027680397,0.1047850027680397,55313,0.0851650014519691,0.0851650014519691,4396116,1.1581610441207886,1.1581610441207886,7061750
2000-06-19 00:00:00+00:00,0.6069329977035522,0.5989469885826111,5926954,0.1047850027680397,0.1047850027680397,110893,0.0851650014519691,0.0851650014519691,6215603,1.141129970550537,1.141129970550537,9448562
2000-06-20 00:00:00+00:00,0.6308910250663757,0.6308910250663757,10721527,0.1085269972681999,0.1085269972681999,142291,0.0859839990735054,0.0859839990735054,11110748,1.175192952156067,1.175192952156067,12989011
2000-06-21 00:00:00+00:00,0.6308910250663757,0.6149190068244934,6720037,0.1066560000181198,0.1066560000181198,62215,0.0859839990735054,0.0859839990735054,3080411,1.141129970550537,1.141129970550537,3370958
2000-06-22 00:00:00+00:00,0.6388769745826721,0.6149190068244934,7456866,0.1066560000181198,0.1066560000181198,112096,0.0880310013890266,0.0880310013890266,5630988,1.175192952156067,1.175192952156067,9307699
2000-06-23 00:00:00+00:00,0.6308910250663757,0.6149190068244934,2934219,0.1122689992189407,0.1122689992189407,1029747,0.0872119963169097,0.0872119963169097,3540273,1.1581610441207886,1.1581610441207886,6258813
2000-06-26 00:00:00+00:00,0.6229050159454346,0.6229050159454346,1059742,0.1103980019688606,0.1103980019688606,63062,0.0921249985694885,0.0921249985694885,10379276,1.1922249794006348,1.1922249794006348,3383602
2000-06-27 00:00:00+00:00,0.6069329977035522,0.5989469885826111,4522535,0.1085269972681999,0.1085269972681999,122556,0.0859839990735054,0.0859839990735054,2113159,1.1581610441207886,1.1581610441207886,4591307
2000-06-28 00:00:00+00:00,0.6149190068244934,0.5989469885826111,9077240,0.1141399964690208,0.1141399964690208,551662,0.0880310013890266,0.0880310013890266,3843877,1.175192952156067,1.175192952156067,2508492
2000-06-29 00:00:00+00:00,0.6229050159454346,0.6069329977035522,26404289,0.1141399964690208,0.1141399964690208,597088,0.0880310013890266,0.0880310013890266,10733011,1.2262890338897705,1.2262890338897705,10844655
2000-06-30 00:00:00+00:00,0.5989469885826111,0.5909609794616699,2325039,0.1085269972681999,0.1085269972681999,232475,0.0872119963169097,0.0872119963169097,2144982,1.1581610441207886,1.1581610441207886,2256169
2000-07-03 00:00:00+00:00,0.6149190068244934,0.6069329977035522,2463982,0.1122689992189407,0.1122689992189407,466287,0.0859839990735054,0.0859839990735054,1062209,1.175192952156067,1.175192952156067,1009526
2000-07-04 00:00:00+00:00,0.6149190068244934,0.5989469885826111,33529315,0.1103980019688606,0.1103980019688606,93791,0.0839359983801841,0.0839359983801841,1565764,1.1581610441207886,1.1581610441207886,2433921
2000-07-05 00:00:00+00:00,0.6069329977035522,0.6069329977035522,10536802,0.1122689992189407,0.1122689992189407,222321,0.0839359983801841,0.0839359983801841,5759282,1.175192952156067,1.175192952156067,6198131
2000-07-06 00:00:00+00:00,0.6308910250663757,0.6149190068244934,9406505,0.1141399964690208,0.1141399964690208,36207,0.0872119963169097,0.0872119963169097,1956045,1.1922249794006348,1.1922249794006348,2974886
2000-07-07 00:00:00+00:00,0.6229050159454346,0.6149190068244934,3717584,0.1122689992189407,0.1122689992189407,8016,0.0859839990735054,0.0859839990735054,1795146,1.175192952156067,1.175192952156067,5409380
2000-07-10 00:00:00+00:00,0.6308910250663757,0.6308910250663757,1285805,0.1178829967975616,0.1178829967975616,592011,0.0872119963169097,0.0872119963169097,4531362,1.1922249794006348,1.1922249794006348,4241230
2000-07-11 00:00:00+00:00,0.6548489928245544,0.6388769745826721,15932999,0.1122689992189407,0.1122689992189407,208025,0.096220001578331,0.096220001578331,49751669,1.175192952156067,1.175192952156067,17882023
2000-07-12 00:00:00+00:00,0.6069329977035522,0.5989469885826111,5554443,0.1103980019688606,0.1103980019688606,90451,0.0954009965062141,0.0954009965062141,19263787,1.090034008026123,1.090034008026123,9795592
2000-07-13 00:00:00+00:00,0.6149190068244934,0.5989469885826111,3240865,0.1122689992189407,0.1122689992189407,503430,0.1015430018305778,0.1015430018305778,31644316,1.0730019807815552,1.0730019807815552,7509892
2000-07-14 00:00:00+00:00,0.5909609794616699,0.5829759836196899,2550221,0.1103980019688606,0.1103980019688606,65478,0.0954009965062141,0.0954009965062141,12682691,0.9878439903259276,0.9878439903259276,10196313
2000-07-17 00:00:00+00:00,0.6069329977035522,0.5829759836196899,10401671,0.1047850027680397,0.1047850027680397,141756,0.0880310013890266,0.0880310013890266,10099827,0.9708120226860046,0.9708120226860046,9226594
2000-07-18 00:00:00+00:00,0.5829759836196899,0.5670040249824524,7642383,0.102912999689579,0.102912999689579,98735,0.0859839990735054,0.0859839990735054,9790509,0.9708120226860046,0.9708120226860046,17941258
2000-07-19 00:00:00+00:00,0.5829759836196899,0.5670040249824524,7642383,0.102912999689579,0.102912999689579,98735,0.0859839990735054,0.0859839990735054,9790509,0.9708120226860046,0.9708120226860046,17941258
2000-07-20 00:00:00+00:00,0.5989469885826111,0.5829759836196899,5495739,0.1066560000181198,0.1066560000181198,167409,0.089258998632431,0.089258998632431,4360596,1.0219069719314575,1.0219069719314575,4126283
2000-07-21 00:00:00+00:00,0.5749899744987488,0.5749899744987488,14984889,0.1066560000181198,0.1066560000181198,162465,0.089258998632431,0.089258998632431,11255992,1.0559710264205933,1.0559710264205933,5192391
2000-07-24 00:00:00+00:00,0.5909609794616699,0.5829759836196899,7616284,0.1066560000181198,0.1066560000181198,193329,0.0900780037045478,0.0900780037045478,8523170,1.141129970550537,1.141129970550537,15438697
2000-07-25 00:00:00+00:00,0.5989469885826111,0.5909609794616699,3814348,0.1047850027680397,0.1047850027680397,360337,0.0921249985694885,0.0921249985694885,4821851,1.141129970550537,1.141129970550537,1054259
2000-07-26 00:00:00+00:00,0.5989469885826111,0.5909609794616699,6572987,0.102912999689579,0.102912999689579,101808,0.0913069993257522,0.0913069993257522,5503939,1.1240979433059692,1.1240979433059692,3182631
2000-07-27 00:00:00+00:00,0.5829759836196899,0.5749899744987488,4431040,0.102912999689579,0.102912999689579,102209,0.0913069993257522,0.0913069993257522,4415792,1.107066035270691,1.107066035270691,6027309
2000-07-28 00:00:00+00:00,0.5829759836196899,0.5829759836196899,11701086,0.1010420024394989,0.1010420024394989,159793,0.0913069993257522,0.0913069993257522,2726569,1.1240979433059692,1.1240979433059692,4047419
2000-07-31 00:00:00+00:00,0.5829759836196899,0.5749899744987488,5394483,0.1047850027680397,0.1047850027680397,305558,0.0921249985694885,0.0921249985694885,3952804,1.141129970550537,1.141129970550537,5162243
2000-08-01 00:00:00+00:00,0.5749899744987488,0.5749899744987488,0,0.1047850027680397,0.1047850027680397,0,0.0921249985694885,0.0921249985694885,0,1.141129970550537,1.141129970550537,0
2000-08-02 00:00:00+00:00,0.5909609794616699,0.5829759836196899,11746510,0.1047850027680397,0.1047850027680397,777190,0.0933540016412735,0.0933540016412735,2982401,1.1240979433059692,1.1240979433059692,5953492
2000-08-03 00:00:00+00:00,0.5829759836196899,0.5749899744987488,7461114,0.102912999689579,0.102912999689579,279976,0.0913069993257522,0.0913069993257522,3430443,1.107066035270691,1.107066035270691,9880604
2000-08-04 00:00:00+00:00,0.5829759836196899,0.5670040249824524,3345605,0.1010420024394989,0.1010420024394989,497551,0.0913069993257522,0.0913069993257522,6498040,1.090034008026123,1.090034008026123,5858915
2000-08-07 00:00:00+00:00,0.5590180158615112,0.5590180158615112,5868439,0.0954290032386779,0.0954290032386779,90986,0.089258998632431,0.089258998632431,7050751,1.0559710264205933,1.0559710264205933,4493854
2000-08-08 00:00:00+00:00,0.5590180158615112,0.5510320067405701,4506326,0.0916860029101371,0.0916860029101371,79228,0.0880310013890266,0.0880310013890266,1761149,1.0389389991760254,1.0389389991760254,2726879
2000-08-09 00:00:00+00:00,0.5510320067405701,0.5430459976196289,2609789,0.0916860029101371,0.0916860029101371,601230,0.089258998632431,0.089258998632431,2089155,0.9878439903259276,0.9878439903259276,1952467
2000-08-10 00:00:00+00:00,0.5350599884986877,0.5270739793777466,4533586,0.0860730037093162,0.0860730037093162,708161,0.0872119963169097,0.0872119963169097,1700237,0.9708120226860046,0.9708120226860046,5702725
2000-08-11 00:00:00+00:00,0.5270739793777466,0.5270739793777466,0,0.0860730037093162,0.0860730037093162,0,0.0872119963169097,0.0872119963169097,0,0.9708120226860046,0.9708120226860046,0
2000-08-14 00:00:00+00:00,0.5590180158615112,0.5590180158615112,6763384,0.0935579985380172,0.0935579985380172,764765,0.089258998632431,0.089258998632431,4115437,1.0559710264205933,1.0559710264205933,10616586
2000-08-15 00:00:00+00:00,0.5590180158615112,0.5430459976196289,1931787,0.0935579985380172,0.0935579985380172,125857,0.0941729992628097,0.0941729992628097,18625489,1.0559710264205933,1.0559710264205933,0
2000-08-16 00:00:00+00:00,0.5430459976196289,0.5350599884986877,2918850,0.0898149982094764,0.0898149982094764,53041,0.0933540016412735,0.0933540016412735,5386910,1.0048749446868896,1.0048749446868896,3732154
2000-08-17 00:00:00+00:00,0.5350599884986877,0.5270739793777466,3853964,0.0898149982094764,0.0898149982094764,140687,0.096220001578331,0.096220001578331,19682301,0.9708120226860046,0.9708120226860046,613064
2000-08-18 00:00:00+00:00,0.5510320067405701,0.5510320067405701,25560498,0.0954290032386779,0.0954290032386779,1586046,0.0880310013890266,0.0880310013890266,83101817,1.0219069719314575,1.0219069719314575,26802392
2000-08-21 00:00:00+00:00,0.5510320067405701,0.5430459976196289,7746397,0.0916860029101371,0.0916860029101371,1150354,0.1015430018305778,0.1015430018305778,47833914,0.9878439903259276,0.9878439903259276,2067331
2000-08-22 00:00:00+00:00,0.5270739793777466,0.5190879702568054,11052328,0.0879440009593963,0.0879440009593963,692350,0.0954009965062141,0.0954009965062141,22563322,0.9197160005569458,0.9197160005569458,19689303
2000-08-23 00:00:00+00:00,0.5190879702568054,0.5190879702568054,0,0.0879440009593963,0.0879440009593963,0,0.0954009965062141,0.0954009965062141,0,0.9197160005569458,0.9197160005569458,0
2000-08-24 00:00:00+00:00,0.5510320067405701,0.5350599884986877,1062674,0.0916860029101371,0.0916860029101371,549925,0.1044090017676353,0.1044090017676353,6996776,0.9878439903259276,0.9878439903259276,16463205
2000-08-25 00:00:00+00:00,0.5350599884986877,0.5270739793777466,455103,0.0935579985380172,0.0935579985380172,812997,0.1064559966325759,0.1064559966325759,16622678,0.9537799954414368,0.9537799954414368,2515344
2000-08-28 00:00:00+00:00,0.5350599884986877,0.5270739793777466,1503030,0.0935579985380172,0.0935579985380172,1561462,0.1085029989480972,0.1085029989480972,8156409,0.9537799954414368,0.9537799954414368,4668648
2000-08-29 00:00:00+00:00,0.5270739793777466,0.5270739793777466,0,0.0935579985380172,0.0935579985380172,0,0.1085029989480972,0.1085029989480972,0,0.9537799954414368,0.9537799954414368,0
2000-08-30 00:00:00+00:00,0.5270739793777466,0.5270739793777466,0,0.0935579985380172,0.0935579985380172,0,0.1085029989480972,0.1085029989480972,0,0.9537799954414368,0.9537799954414368,0
2000-08-31 00:00:00+00:00,0.5510320067405701,0.5350599884986877,5590851,0.097300000488758,0.097300000488758,657612,0.1146449968218803,0.1146449968218803,37022354,0.9367480278015136,0.9367480278015136,6608358
2000-09-01 00:00:00+00:00,0.5350599884986877,0.5350599884986877,1614076,0.097300000488758,0.097300000488758,235682,0.1125980019569397,0.1125980019569397,44876527,0.9367480278015136,0.9367480278015136,0
2000-09-04 00:00:00+00:00,0.5350599884986877,0.5350599884986877,3127540,0.0991709977388382,0.0991709977388382,276699,0.1166919991374015,0.1166919991374015,17351165,0.9367480278015136,0.9367480278015136,1777189
2000-09-05 00:00:00+00:00,0.5350599884986877,0.5350599884986877,0,0.0991709977388382,0.0991709977388382,0,0.1166919991374015,0.1166919991374015,0,0.9367480278015136,0.9367480278015136,0
2000-09-06 00:00:00+00:00,0.5270739793777466,0.5190879702568054,852633,0.1047850027680397,0.1047850027680397,299680,0.1064559966325759,0.1064559966325759,13356402,0.9537799954414368,0.9537799954414368,9706980
2000-09-07 00:00:00+00:00,0.511102020740509,0.4951300024986267,6221656,0.1010420024394989,0.1010420024394989,113565,0.1064559966325759,0.1064559966325759,21952818,0.8686209917068481,0.8686209917068481,17701137
2000-09-08 00:00:00+00:00,0.4711720049381256,0.4551999866962433,24425251,0.0954290032386779,0.0954290032386779,661353,0.1015430018305778,0.1015430018305778,24480608,0.8430730104446411,0.8430730104446411,15043713
2000-09-11 00:00:00+00:00,0.4472140073776245,0.4312419891357422,11915255,0.0935579985380172,0.0935579985380172,54110,0.0994959995150566,0.0994959995150566,3295554,0.8004940152168274,0.8004940152168274,6615122
