,AKBNK,AKBNK,AKBNK,ASELS,ASELS,ASELS,FROTO,FROTO,FROTO,SISE,SISE,SISE
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2011-08-15 00:00:00+00:00,5.316161155700684,5.316161155700684,6623844,0.4363470077514648,0.4363470077514648,20934201,12.25,12.25,555639,1.9185149669647217,1.9185149669647217,2917988
2011-08-16 00:00:00+00:00,5.367608070373535,5.367608070373535,12096877,0.426937997341156,0.426937997341156,15634281,12.5,12.5,516381,1.97264301776886,1.97264301776886,4190729
2011-08-17 00:00:00+00:00,5.367608070373535,5.367608070373535,14088162,0.4328179955482483,0.4328179955482483,22490412,12.449999809265137,12.449999809265137,287453,1.97264301776886,1.97264301776886,3130219
2011-08-18 00:00:00+00:00,5.093225002288818,5.093225002288818,11945217,0.422232985496521,0.422232985496521,31022298,11.699999809265137,11.699999809265137,335528,1.858373999595642,1.858373999595642,3479477
2011-08-19 00:00:00+00:00,5.299012184143066,5.299012184143066,17478264,0.4328179955482483,0.4328179955482483,17492548,11.800000190734863,11.800000190734863,258361,1.906486988067627,1.906486988067627,3587926
2011-08-22 00:00:00+00:00,5.419054985046387,5.419054985046387,18436170,0.4292899966239929,0.4292899966239929,12615521,11.899999618530272,11.899999618530272,484033,1.8643879890441888,1.8643879890441888,4938847
2011-08-23 00:00:00+00:00,5.299012184143066,5.299012184143066,12340217,0.4198809862136841,0.4198809862136841,9014737,11.850000381469728,11.850000381469728,225447,1.8283029794692995,1.8283029794692995,6445103
2011-08-24 00:00:00+00:00,5.487649917602539,5.487649917602539,11522557,0.4210569858551025,0.4210569858551025,9392890,11.600000381469728,11.600000381469728,390666,1.9305440187454224,1.9305440187454224,9692644
2011-08-25 00:00:00+00:00,5.521947860717773,5.521947860717773,7515704,0.422232985496521,0.422232985496521,10522859,11.449999809265137,11.449999809265137,367022,1.894459009170532,1.894459009170532,3960911
2011-08-26 00:00:00+00:00,5.504798889160156,5.504798889160156,9912112,0.4198809862136841,0.4198809862136841,3550891,11.350000381469728,11.350000381469728,375296,1.8643879890441888,1.8643879890441888,3221727
2011-08-29 00:00:00+00:00,5.521947860717773,5.487649917602539,825258,0.422232985496521,0.4198809862136841,2321342,11.600000381469728,11.399999618530272,32885,1.894459009170532,1.9185149669647217,1565276
2011-08-30 00:00:00+00:00,5.487649917602539,5.487649917602539,0,0.4198809862136841,0.4198809862136841,0,11.399999618530272,11.399999618530272,0,1.9185149669647217,1.9185149669647217,0
2011-08-31 00:00:00+00:00,5.487649917602539,5.487649917602539,0,0.4198809862136841,0.4198809862136841,0,11.399999618530272,11.399999618530272,0,1.9185149669647217,1.9185149669647217,0
2011-09-01 00:00:00+00:00,5.487649917602539,5.487649917602539,0,0.4198809862136841,0.4198809862136841,0,11.399999618530272,11.399999618530272,0,1.9185149669647217,1.9185149669647217,0
2011-09-02 00:00:00+00:00,5.521947860717773,5.521947860717773,17857432,0.4339950084686279,0.4339950084686279,12922083,12.050000190734863,12.050000190734863,790322,1.954599976539612,1.954599976539612,4117523
